순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
99,GUSH,Direxion Daily S&P Oil & Gas Bull 2X (오일가스 2X),US Market,2X,43.39,263403,11429056.17,-8.08,-5.48,-2.46,39.48,4.21,78.13,
100,FAZ,Direxion Daily Financial Bear 3X (금융 -3X),US Market,-3X,34.87,309160,10780409.2,5.75,12.11,5.68,-10.87,-33.26,-11.28,
101,TECS,Direxion Daily Technology Bear 3X (테크 -3X),US Market,-3X,54.5,176987,9645791.5,-13.79,-9.74,-16.17,-10.64,-72.5,-72.89,
102,TMV,Direxion Daily 20+ Year Treasury Bear 3X (장기채 -3X),US Market,-3X,43.5,207350,9019725.0,-2.36,2.59,2.4,15.94,13.99,26.46,
103,SRTY,ProShares UltraPro Short Russell2000 (소형주 -3X),US Market,-3X,24.91,295839,7369349.49,1.88,10.71,13.07,14.09,-41.57,-42.95,
104,URTY,ProShares UltraPro Russell2000 (소형주 3X),US Market,3X,73.09,86416,6316145.44,-1.91,-10.01,-12.21,-14.68,50.92,33.42,
105,DPST,Direxion Daily Regional Banks Bull 3X (지역은행 3X),US Market,3X,124.51,42783,5326911.33,-6.05,-10.56,-9.36,-1.21,45.0,11.97,
106,DFEN,Direxion Daily Aerospace & Defense Bull 3X (방산 3X),US Market,3X,53.21,99693,5304664.53,-2.0,-13.42,-26.4,-27.56,-20.85,-7.17,
107,JDST,Direxion Daily Jr Gold Miners Bear 2X (주니어금광 -2X),US Market,-2X,22.62,213135,4821113.7,-3.07,9.51,7.17,-37.67,-52.11,-79.1,
108,TWM,ProShares UltraShort Russell2000 (러셀2000 -2X),US Market,-2X,23.03,198227,4565167.81,1.23,7.22,8.79,9.79,-28.76,-28.29,
109,UWM,ProShares Ultra Russell2000 (러셀2000 2X),US Market,2X,60.08,65560,3938844.8,-1.28,-6.78,-8.11,-9.43,34.35,27.19,
110,FNGD,MicroSectors FANG+ -3X Inverse (빅테크 -3X),US Market,-3X,24.65,152238,3752666.7,-7.35,-6.29,-13.01,-31.04,-65.19,-50.21,
111,UTSL,Direxion Daily Utilities Bull 3X (유틸리티 3X),US Market,3X,32.74,112943,3697753.82,-5.48,-13.75,-18.6,-25.5,-25.79,-15.62,
112,DDM,ProShares Ultra Dow30 (다우30 2X),US Market,2X,63.86,37355,2385490.3,-2.12,-5.77,-3.52,-0.29,26.57,21.15,
113,TBT,ProShares UltraShort 20+ Year Treasury (장기채 -2X),US Market,-2X,38.76,61024,2365290.24,-1.42,1.52,1.65,10.41,9.11,16.96,
114,CURE,Direxion Daily Healthcare Bull 3X (헬스케어 3X),US Market,3X,131.04,18033,2363044.32,3.18,-3.99,-6.4,37.09,48.2,65.48,
115,ROM,ProShares Ultra Technology (테크 2X),US Market,2X,155.47,14412,2240633.64,10.02,6.29,10.63,-2.0,90.87,74.8,
116,DIG,ProShares Ultra Oil & Gas (에너지 2X),US Market,2X,67.55,33029,2231108.95,-4.91,-3.53,-2.96,32.3,9.37,88.96,
117,DUG,ProShares UltraShort Oil & Gas (에너지 -2X),US Market,-2X,14.99,116937,1752885.63,4.31,3.02,2.11,-27.21,-17.0,-54.47,
118,MIDU,Direxion Daily Mid Cap Bull 3X (중형주 3X),US Market,3X,62.87,19629,1234075.23,-1.16,-9.34,-11.67,-12.63,29.35,19.19,
119,BRZU,Direxion Daily MSCI Brazil Bull 2X (브라질 2X),US Market,2X,105.17,8791,924549.47,1.2,0.46,22.53,19.52,12.9,47.15,
120,DRV,Direxion Daily Real Estate Bear 3X (부동산 -3X),US Market,-3X,21.01,37802,794220.02,2.56,8.44,17.8,9.54,-18.08,-11.7,
121,RETL,Direxion Daily Retail Bull 3X (유통 3X),US Market,3X,7.2,108319,779896.8,-10.67,-16.96,-15.49,-14.73,5.17,-33.34,
122,WANT,Direxion Daily Consumer Discretionary Bull 3X (소비재 3X),US Market,3X,35.6,16842,599575.2,-2.63,-8.11,-12.98,-12.45,1.19,-33.53,
123,HDGE,AdvisorShares Ranger Equity Bear ETF (액티브 숏),US Market,-1X,14.94,32390,483906.6,3.39,6.26,4.77,-12.53,-17.91,-3.33,
124,PILL,Direxion Daily Pharmaceutical Bull 3X (제약 3X),US Market,3X,18.0,26000,468000.0,-1.75,-14.24,-19.79,21.66,88.67,135.16,
125,WEBL,Direxion Daily Dow Jones Internet Bull 3X (인터넷 3X),US Market,3X,30.05,13985,420249.25,0.74,2.35,9.07,37.3,68.49,-12.75,
126,SJB,ProShares Short High Yield (하이일드 -1X),US Market,-1X,15.31,26068,399101.08,0.0,0.72,0.86,1.09,-0.77,2.28,
127,BIB,ProShares Ultra Nasdaq Biotechnology (바이오 2X),US Market,2X,114.5,2493,285448.5,2.48,-4.58,-3.71,30.1,52.52,95.54,
128,EDZ,Direxion Daily MSCI Emerging Markets Bear 3X (신흥국 -3X),US Market,-3X,13.75,14314,196817.5,-10.37,0.88,-7.91,4.91,-56.41,-65.24,
129,INDL,Direxion Daily MSCI India Bull 2X (인도 2X),US Market,2X,42.56,3943,167814.08,-0.53,-6.37,-5.52,-8.03,3.23,-25.56,
130,UBT,ProShares Ultra 20+ Year Treasury (장기채 2X),US Market,2X,14.67,8640,126748.8,1.45,-2.0,-1.81,-9.4,-7.91,-13.23,
131,TBX,ProShares Short 7-10 Year Treasury (중기채 -1X),US Market,-1X,29.47,3110,91651.7,0.03,1.48,2.33,3.67,5.01,8.2,
132,TTT,ProShares UltraPro Short 20+ Year Treasury (장기채 -3X),US Market,-3X,77.2,1146,88471.2,-2.28,2.33,2.18,15.48,12.4,22.83,
133,UST,ProShares Ultra 7-10 Year Treasury (중기채 2X),US Market,2X,39.69,1676,66520.44,0.18,-2.7,-3.81,-5.09,-5.89,-7.91,
134,REW,ProShares UltraShort Technology (테크 -2X),US Market,-2X,10.72,6201,66474.72,-9.0,-5.96,-10.29,-4.5,-55.41,-54.8,
135,SEF,ProShares Short Financials (금융 -1X),US Market,-1X,30.31,1770,53648.7,1.78,3.73,1.85,-3.1,-11.23,-0.6,
136,PST,ProShares UltraShort 7-10 Year Treasury (중기채 -2X),US Market,-2X,24.5,1288,31556.0,-0.12,2.94,4.3,6.56,8.61,13.54,
137,BIS,ProShares UltraShort Nasdaq Biotechnology (바이오 -2X),US Market,-2X,11.79,2000,23580.0,-1.42,9.27,11.97,-27.16,-36.41,-56.3,
138,SAA,ProShares Ultra SmallCap600 (소형주 2X),US Market,2X,33.16,426,14126.16,-2.07,-7.76,-9.3,-6.32,30.87,26.18,
139,MYY,ProShares Short MidCap400 (중형주 -1X),US Market,-1X,15.89,787,12505.43,0.7,3.72,4.68,5.01,-8.68,-6.94,
140,FXP,ProShares UltraShort FTSE China 50 (중국 -2X),US Market,-2X,21.26,532,11310.32,0.76,6.46,6.25,-6.56,0.14,31.57,
141,EFZ,ProShares Short MSCI EAFE (선진국 -1X),US Market,-1X,22.94,154,3532.76,0.82,3.23,2.44,0.54,-11.26,-11.58,
142,SMN,ProShares UltraShort Basic Materials (원자재 -2X),US Market,-2X,20.98,35,734.3,1.68,10.11,10.0,6.72,-13.55,-19.77,
143,MZZ,ProShares UltraShort MidCap400 (중형주 -2X),US Market,-2X,6.37,113,719.81,0.47,6.34,7.97,8.18,-19.15,-17.95,
