순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
1068,496090,KIWOOM 코리아밸류업,K Market,1X,32670.0,83,2000000.0,,,,-14.8906,,,
1069,328370,PLUS 코스피TR,K Market,1X,39380.0,55,2000000.0,,,,-14.8005,,,
1070,373490,KODEX 코리아혁신성장액티브,K Market,1X,24900.0,114,2000000.0,,,,-16.4849,,,
1071,404650,SOL KRX기후변화솔루션,K Market,1X,23555.0,102,2000000.0,,,,-11.2496,,,
1072,277650,TIGER 코스피중형주,K Market,1X,21060.0,115,2000000.0,,,,-1.3664,,,
1073,0154H0,KoAct 차이나바이오헬스케어액티브,K Market,1X,9035.0,222,2000000.0,,,,18.0156,,,
1074,280320,ACE 미국IT인터넷(합성 H),K Market,1X,22110.0,106,2000000.0,,,,10.3833,,,
1075,226380,ACE Fn성장소비주도주,K Market,1X,5660.0,265,1000000.0,,,,4.0627,,,
1076,159800,마이티 코스피100,K Market,1X,88640.0,22,1000000.0,,,,-15.8162,,,
1077,219900,ACE 중국본토CSI300레버리지(합성),K Market,2X,3925.0,254,1000000.0,0.77,1.68,-4.73,-34.03,-13.36,2.99,32.07
1078,459790,KIWOOM 미국성장기업30액티브,K Market,1X,20645.0,59,1000000.0,,,,-14.5728,,,
1079,448570,FOCUS AI코리아액티브,K Market,1X,30590.0,46,1000000.0,,,,-7.6084,,,
1080,376410,TIGER 탄소효율그린뉴딜,K Market,1X,25100.0,62,1000000.0,,,,-13.3684,,,
1081,438570,SOL 국고채10년,K Market,1X,97765.0,20,1000000.0,,,,-0.4869,,,
1082,280920,PLUS 주도업종,K Market,1X,23540.0,47,1000000.0,,,,-15.432,,,
1083,0122W0,RISE 26-11 회사채(AA-이상)액티브,K Market,1X,51080.0,22,1000000.0,,,,0.8088,,,
1084,460270,KIWOOM 미국달러SOFR금리액티브(합성),K Market,1X,12380.0,111,1000000.0,,,,-10.5968,,,
1085,458030,WON 국공채머니마켓액티브,K Market,1X,55140.0,28,1000000.0,,,,0.7857,,,
1086,448490,HANARO 32-10 국고채액티브,K Market,1X,52685.0,20,1000000.0,,,,-0.4906,,,
1087,391600,ACE 미국친환경그린테마,K Market,1X,10115.0,139,1000000.0,,,,-21.198,,,
1088,104520,KIWOOM 블루칩,K Market,1X,14580.0,104,1000000.0,,,,-3.369,,,
1089,0078V0,PLUS 미국로보택시,K Market,1X,9100.0,141,1000000.0,,,,-12.9187,,,
1090,205720,ACE 일본TOPIX인버스(합성 H),K Market,-1X,1442.0,882,1000000.0,-1.7,-1.57,-1.1,-4.38,-17.65,-29.24,-56.14
1091,326230,RISE 내수주플러스,K Market,1X,10900.0,134,1000000.0,,,,-2.482,,,
1092,225050,TIGER 유로스탁스레버리지(합성 H),K Market,2X,16055.0,81,1000000.0,2.78,-2.73,-3.43,2.2,33.74,31.75,75.16
1093,182490,TIGER 단기선진하이일드(합성 H),K Market,1X,13770.0,104,1000000.0,,,,0.3991,,,
1094,289040,KODEX MSCI KOREA ESG유니버설,K Market,1X,34655.0,34,1000000.0,,,,-12.7612,,,
1095,457930,BNK 미래전략기술액티브,K Market,1X,28080.0,37,1000000.0,,,,-9.5909,,,
1096,400580,SOL 유럽탄소배출권선물S&P(H),K Market,1X,12155.0,89,1000000.0,,,,5.4451,,,
1097,176950,KODEX 국채선물10년인버스,K Market,-1X,60695.0,23,1000000.0,-1.31,0.14,0.52,1.74,3.7,13.1,10.66
1098,0135Y0,IBK 중기종합채권(AA-이상)액티브,K Market,1X,100280.0,10,1000000.0,,,,0.4959,,,
1099,400590,SOL 글로벌탄소배출권선물ICE(합성),K Market,1X,13820.0,92,1000000.0,,,,-9.5693,,,
1100,306520,HANARO 200선물인버스,K Market,-1X,2275.0,382,869050.0,-5.6,-0.66,-6.76,8.59,-42.41,-70.63,-78.48
1101,291680,RISE 차이나H선물인버스(H),K Market,-1X,7840.0,94,736960.0,-2.0,0.26,0.51,-7.11,-4.1,7.31,-37.04
1102,295020,RISE 국채선물10년인버스,K Market,-1X,60815.0,8,486520.0,-1.36,-0.12,0.45,1.62,3.56,12.95,10.06
1103,282000,RISE 국고채3년선물인버스,K Market,-1X,115210.0,4,460840.0,-0.23,0.28,0.55,0.74,0.93,5.25,8.54
1104,139660,KIWOOM 미국달러선물인버스,K Market,-1X,8540.0,51,435540.0,0.53,-1.56,2.01,13.41,10.91,1.24,-4.1
1105,451670,RISE 국채30년레버리지(합성),K Market,2X,12180.0,31,377580.0,5.27,2.35,2.1,-7.59,-27.97,-50.41,-28.48
1106,334700,RISE 팔라듐선물인버스(H),K Market,-1X,3335.0,18,60030.0,1.68,4.06,2.14,-8.63,-4.3,-27.2,-34.99
1107,267490,RISE 미국장기국채선물레버리지(합성 H),K Market,2X,4930.0,6,29580.0,2.07,-1.4,-1.4,-6.36,-6.81,-14.44,-24.05
1108,0098Z0,FOCUS 200,K Market,1X,95850.0,4,0.0,,,,-14.8991,,,
1109,337150,KODEX 200exTOP,K Market,1X,25210.0,9,0.0,,,,-10.5674,,,
1110,491510,파워 K-주주가치액티브,K Market,1X,17810.0,52,0.0,,,,4.369,,,
1111,292770,KODEX 국채선물3년인버스,K Market,-1X,58085.0,0,0.0,-0.06,0.49,0.69,0.88,1.33,5.57,9.42
1112,439860,KODEX ESG종합채권(A-이상)액티브,K Market,1X,113530.0,6,0.0,,,,0.5489,,,
1113,0193M0,BNK 27-12 특수채(AAA이상)액티브,K Market,1X,50370.0,2,0.0,,,,0.75,,,
1114,475280,ACE 8월만기자동연장회사채AA-이상액티브,K Market,1X,10735.0,53,0.0,,,,0.7501,,,
1115,464240,KIWOOM 26-09회사채(AA-이상)액티브,K Market,1X,52060.0,0,0.0,,,,0.7397,,,
1116,451150,에셋플러스 글로벌영에이지액티브,K Market,1X,17140.0,8,0.0,,,,-10.2294,,,
1117,0052T0,1Q 중단기회사채(A-이상)액티브,K Market,1X,50780.0,19,0.0,,,,0.7746,,,
1118,227830,PLUS 코스피,K Market,1X,72715.0,8,0.0,,,,-14.6504,,,
1119,475260,ACE 2월만기자동연장회사채AA-이상액티브,K Market,1X,10760.0,26,0.0,,,,0.8903,,,
1120,0068M0,KODEX 미국S&P500버퍼6월액티브,K Market,1X,11710.0,0,0.0,,,,-6.4323,,,
1121,445690,BNK 주주가치액티브,K Market,1X,30885.0,6,0.0,,,,-6.7981,,,
1122,395760,PLUS ESG성장주액티브,K Market,1X,21810.0,5,0.0,,,,-12.2372,,,
1123,0113P0,HK 머니마켓액티브,K Market,1X,102625.0,0,0.0,,,,0.85,,,
1124,363510,SOL KIS단기통안채,K Market,1X,112305.0,1,0.0,,,,0.5687,,,
1125,0203R0,WON 중단기종합채권(A-이상)액티브,K Market,1X,50400.0,0,0.0,,,,0.5887,,,
1126,265690,ACE 러시아MSCI(합성),K Market,1X,8535.0,0,0.0,,,,,,,
1127,140580,RISE 우량업종대표주,K Market,1X,24160.0,33,0.0,,,,-9.8775,,,
1128,477490,에셋플러스 글로벌일등기업포커스10액티브,K Market,1X,18695.0,40,0.0,,,,-14.2596,,,
1129,234310,RISE V&S셀렉트밸류,K Market,1X,28630.0,23,0.0,,,,-3.705,,,
1130,488200,KIWOOM K-2차전지북미공급망,K Market,1X,12550.0,0,0.0,,,,-5.0589,,,
1131,476000,UNICORN 포스트IPO액티브,K Market,1X,5095.0,120,0.0,,,,-21.9419,,,
1132,321410,KODEX 멀티에셋하이인컴(H),K Market,1X,10535.0,13,0.0,,,,0.759,,,
1133,266550,PLUS 중형주저변동50,K Market,1X,18410.0,11,0.0,,,,0.8613,,,
1134,488210,KIWOOM K-반도체북미공급망,K Market,1X,25860.0,0,0.0,,,,-6.6066,,,
1135,0015K0,TIGER 미국소비트렌드액티브,K Market,1X,6935.0,64,0.0,,,,-7.5269,,,
1136,496130,TRUSTON 코리아밸류업액티브,K Market,1X,25645.0,11,0.0,,,,-13.9056,,,
1137,419890,KIWOOM 단기채권ESG액티브,K Market,1X,107535.0,2,0.0,,,,0.6694,,,
1138,0073X0,FOCUS 알리바바미국채커버드콜혼합,K Market,1X,8800.0,98,0.0,,,,-11.8292,,,
1139,0000Y0,HK 26-12 회사채(AA-이상)액티브,K Market,1X,102050.0,2,0.0,,,,0.7801,,,
1140,0141T0,SOL 중기종합채권(AA-이상)액티브,K Market,1X,50235.0,1,0.0,,,,0.5902,,,
1141,0191M0,마이티 5월만기자동연장특수채(AAA)액티브,K Market,1X,100820.0,0,0.0,,,,0.6589,,,
1142,475270,ACE 5월만기자동연장회사채AA-이상액티브,K Market,1X,10735.0,65,0.0,,,,0.7035,,,
1143,215620,HK S&P코리아로우볼,K Market,1X,15890.0,2,0.0,,,,7.3504,,,
1144,426150,WON 대한민국국고채액티브,K Market,1X,50935.0,2,0.0,,,,-1.2088,,,
1145,438740,MIDAS 중소형액티브,K Market,1X,34200.0,23,0.0,,,,-10.0334,,,
1146,480460,WON 한국부동산TOP3플러스,K Market,1X,9185.0,86,0.0,,,,3.2653,,,
1147,189400,PLUS 글로벌MSCI(합성 H),K Market,1X,25890.0,31,0.0,,,,1.9155,,,
1148,462340,에셋플러스 글로벌다이나믹시니어액티브,K Market,1X,16530.0,3,0.0,,,,-1.8547,,,
1149,449680,TIGER 한중전기차(합성),K Market,1X,9970.0,32,0.0,,,,-21.7791,,,
1150,395750,PLUS ESG가치주액티브,K Market,1X,21090.0,14,0.0,,,,-14.2916,,,
1151,498180,파워 종합채권(AA-이상)액티브,K Market,1X,93330.0,0,0.0,,,,-0.4,,,
1152,0192Z0,TIGER 중기종합채권(A-이상)액티브,K Market,1X,100870.0,0,0.0,,,,0.6532,,,
1153,145850,TREX 펀더멘탈 200,K Market,1X,119140.0,5,0.0,,,,-6.3302,,,
1154,244670,KODEX 밸류Plus,K Market,1X,11535.0,69,0.0,,,,6.3782,,,
1155,450180,KODEX 한중전기차(합성),K Market,1X,10285.0,2,0.0,,,,-21.4536,,,
1156,0218K0,BNK 스마트카,K Market,1X,10575.0,59,0.0,,,,,,,
1157,285690,FOCUS ESG리더스,K Market,1X,21685.0,5,0.0,,,,-7.5452,,,
1158,0166T0,PLUS 글로벌저작권핵심기업액티브,K Market,1X,9375.0,21,0.0,,,,-5.7771,,,
1159,433250,UNICORN R&D 액티브,K Market,1X,23600.0,17,0.0,,,,-14.7553,,,
1160,401590,HANARO 글로벌탄소배출권선물ICE(합성),K Market,1X,10970.0,26,0.0,,,,-10.2606,,,
1161,472920,HK 종합채권(AA-이상)액티브,K Market,1X,98035.0,5,0.0,,,,-0.1426,,,
1162,0232A0,MIDAS 머니마켓액티브,K Market,1X,100295.0,2,0.0,,,,,,,
1163,267450,RISE 미국장기국채선물인버스(H),K Market,-1X,11285.0,0,0.0,0.13,0.8,1.03,4.25,3.11,5.66,11.25
1164,291890,KODEX MSCI EM선물(H),K Market,1X,12540.0,35,0.0,,,,-0.1977,,,
1165,0053M0,더제이 중소형포커스액티브,K Market,1X,12790.0,14,0.0,,,,-5.584,,,
1166,314700,HANARO 농업융복합산업,K Market,1X,10520.0,9,0.0,,,,-2.7143,,,
1167,407300,HANARO Fn골프테마,K Market,1X,10455.0,0,0.0,,,,-20.0112,,,
1168,368680,KODEX K-뉴딜디지털플러스,K Market,1X,7645.0,91,0.0,,,,-0.1276,,,
1169,432600,RISE 국채선물3년,K Market,1X,55170.0,4,0.0,,,,0.3909,,,
1170,454180,KIWOOM 차이나내수소비TOP CSI,K Market,1X,7330.0,0,0.0,,,,-6.0949,,,
1171,292500,SOL KRX300,K Market,1X,50420.0,12,0.0,,,,-15.1164,,,
1172,0092C0,SOL 27-12 회사채(AA-이상)액티브,K Market,1X,50300.0,4,0.0,,,,0.8016,,,
1173,470310,UNICORN 생성형AI강소기업액티브,K Market,1X,18200.0,31,0.0,,,,5.0393,,,
1174,295000,RISE 국채선물10년,K Market,1X,51005.0,7,0.0,,,,-0.62,,,
1175,488980,SOL 26-12 회사채(AA-이상)액티브,K Market,1X,52230.0,14,0.0,,,,0.8203,,,
1,SPY,SPDR S&P 500 ETF Trust,US Market,1X,767.81,54880100,42137489581.0,2.08,0.96,0.82,4.97,18.15,16.38,
2,QQQ,Invesco QQQ Trust (나스닥100),US Market,1X,741.21,33099900,24533976879.0,5.29,3.58,5.05,4.41,27.2,23.66,
3,VOO,Vanguard S&P 500 ETF,US Market,1X,707.6,13795500,9761695800.0,1.64,0.5,0.55,4.93,17.78,17.03,
4,SOXL,Direxion Daily Semiconductor Bull 3X (반도체 3X),US Market,3X,146.25,61503100,8994828375.0,40.76,16.27,31.65,-36.25,166.28,325.18,
5,IWM,iShares Russell 2000 ETF (소형주),US Market,1X,281.92,24301800,6851163456.0,-0.7,-2.75,-5.14,-4.73,13.89,16.53,
6,IVV,iShares Core S&P 500 ETF,US Market,1X,771.21,8407200,6483716712.0,1.62,0.55,0.54,4.92,17.8,17.01,
7,SOXX,iShares Semiconductor ETF (반도체 지수),US Market,1X,565.72,9928300,5616637876.0,12.68,6.41,11.84,-5.89,66.08,110.33,
8,HYG,iShares iBoxx $ High Yield Corporate Bond (하이일드 채권),US Market,1X,78.1,68929600,5383401760.0,-0.36,-1.29,-1.36,-0.74,1.32,1.96,
9,TLT,iShares 20+ Year Treasury Bond ETF (미국 20년+ 국채),US Market,1X,80.46,53426700,4298712282.0,-0.52,-1.55,-2.17,-6.85,-4.26,-5.13,
10,TQQQ,ProShares UltraPro QQQ (나스닥100 3X),US Market,3X,78.66,51723700,4068586242.0,16.02,10.15,14.2,7.52,81.39,51.5,
11,SMH,VanEck Semiconductor ETF (반도체 대표),US Market,1X,601.41,6090600,3662947746.0,10.24,4.72,9.99,-2.83,52.41,87.26,
12,LQD,iShares iBoxx $ Investment Grade Corporate Bond (투자등급 회사채),US Market,1X,103.89,35074700,3643910583.0,-0.37,-1.51,-1.5,-3.46,-2.0,-2.66,
13,GLD,SPDR Gold Shares (금 현물),US Market,1X,392.88,7395800,2905661904.0,0.29,-2.6,-7.92,7.37,-2.78,13.86,
14,SOXS,Direxion Daily Semiconductor Bear 3X (반도체 -3X),US Market,-3X,33.66,81892000,2756484720.0,-31.99,-21.18,-32.85,-16.47,-99.39,-99.78,
15,XLF,Financial Select Sector SPDR (금융 섹터),US Market,1X,54.54,42667100,2327063634.0,-2.14,-4.08,-5.99,1.89,11.45,2.59,
16,XLE,Energy Select Sector SPDR (에너지 섹터),US Market,1X,62.37,36538100,2278881297.0,-2.01,-3.93,-0.59,17.12,3.87,46.34,
17,DIA,SPDR Dow Jones Industrial Average ETF (다우존스),US Market,1X,514.3,4159200,2139076560.0,-1.1,-2.38,-3.14,-0.11,12.12,12.73,
18,SGOV,iShares 0-3 Month Treasury Bond ETF (0-3개월 단기국채),US Market,1X,100.62,20914600,2104427052.0,0.07,0.13,0.29,0.91,1.82,3.76,
19,SQQQ,ProShares UltraPro Short QQQ (나스닥100 -3X),US Market,-3X,34.14,50083600,1709854104.0,-14.74,-10.39,-13.85,-14.4,-55.19,-51.8,
20,AGG,iShares Core U.S. Aggregate Bond ETF (미국 종합 채권),US Market,1X,95.41,17281500,1648827915.0,-0.46,-1.54,-1.65,-2.34,-1.67,-1.0,
21,EEM,iShares MSCI Emerging Markets ETF (신흥국 주식),US Market,1X,67.71,23826400,1613285544.0,2.97,-1.63,0.88,0.8,18.76,30.23,
22,XLI,Industrial Select Sector SPDR (산업재 섹터),US Market,1X,170.1,8006400,1361888640.0,1.01,-2.21,-5.38,-4.26,4.86,12.82,
23,IEMG,iShares Core MSCI Emerging Markets ETF (신흥국 코어),US Market,1X,82.22,16463100,1353596082.0,2.65,-1.77,0.8,1.11,17.63,28.38,
24,IEF,iShares 7-10 Year Treasury Bond ETF (미국 7-10년 국채),US Market,1X,90.19,14504900,1308196931.0,-0.69,-2.14,-2.48,-3.18,-3.3,-2.97,
25,EFA,iShares MSCI EAFE ETF (선진국 주식),US Market,1X,104.8,12210300,1279639440.0,-0.57,-2.75,-3.18,2.28,11.08,16.55,
26,RSP,Invesco S&P 500 Equal Weight ETF (동일가중 S&P500),US Market,1X,211.31,5964300,1260316233.0,-0.87,-2.13,-4.32,1.54,11.08,13.96,
27,XLV,Health Care Select Sector SPDR (헬스케어 섹터),US Market,1X,168.8,7429100,1254032080.0,1.07,1.39,-2.96,11.35,17.56,25.58,
28,XLK,Technology Select Sector SPDR (테크 섹터),US Market,1X,195.34,5852800,1143285952.0,6.44,4.1,6.69,6.18,42.97,40.97,
29,XLU,Utilities Select Sector SPDR (유틸리티 섹터),US Market,1X,39.75,27874300,1108003425.0,-3.09,-7.84,-6.38,-11.16,-10.01,-3.1,
30,VTI,Vanguard Total Stock Market ETF (미국 전체 주식),US Market,1X,378.23,2575600,974169188.0,1.45,0.17,-0.0,4.29,17.37,16.5,
31,BIL,SPDR Bloomberg 1-3 Month T-Bill ETF (초단기 국채),US Market,1X,91.59,10027400,918409566.0,0.09,0.14,0.28,0.9,1.79,3.67,
32,EMB,iShares J.P. Morgan USD Emerging Markets Bond (신흥국 국채),US Market,1X,92.66,9858100,913451546.0,-0.35,-1.8,-1.75,-2.49,1.14,2.66,
33,BND,Vanguard Total Bond Market ETF (미국 종합 채권),US Market,1X,70.81,12871900,911459239.0,-0.48,-1.5,-1.62,-2.29,-1.61,-1.01,
34,XLP,Consumer Staples Select Sector SPDR (필수소비재),US Market,1X,82.43,10778900,888504727.0,-0.91,-1.25,-3.51,-0.89,2.92,7.42,
35,USO,United States Oil Fund (원유),US Market,1X,148.83,5867300,873230259.0,-4.7,-0.76,12.57,40.02,29.94,102.63,
36,SLV,iShares Silver Trust (은 현물),US Market,1X,58.16,14949400,869457104.0,1.95,-4.22,-6.5,12.32,-7.61,45.25,
37,XLY,Consumer Discretionary Select Sector SPDR (임의소비재),US Market,1X,110.65,6961700,770312105.0,0.01,-2.72,-6.04,-2.52,0.9,-7.41,
38,SCHD,Schwab U.S. Dividend Equity ETF (미국 배당성장),US Market,1X,33.28,23100900,768797952.0,-0.87,-1.6,-4.73,5.75,11.29,27.62,
39,VT,Vanguard Total World Stock ETF (전세계 주식),US Market,1X,159.33,4290100,683541633.0,1.08,-0.73,-0.64,3.51,15.67,17.83,
40,QID,ProShares UltraShort QQQ (나스닥100 -2X),US Market,-2X,13.12,52030600,682641472.0,-9.91,-6.75,-9.11,-8.67,-39.64,-35.49,
41,RWM,ProShares Short Russell2000 (러셀2000 -1X),US Market,-1X,14.18,43209900,612716382.0,0.57,3.81,5.9,4.96,-12.03,-12.84,
42,TSLL,Direxion Daily TSLA Bull 2X (테슬라 2X),US Market,2X,10.39,57410400,596494056.0,12.38,6.22,15.74,-8.38,-18.88,-45.7,
43,VXUS,Vanguard Total International Stock ETF (미국 제외 전세계),US Market,1X,85.92,6180800,531054336.0,0.45,-2.28,-1.86,1.97,12.9,20.54,
44,UNG,United States Natural Gas Fund (천연가스),US Market,1X,10.87,48641600,528734192.0,4.92,7.73,7.09,-7.33,-7.33,-10.53,
45,XLB,Materials Select Sector SPDR (소재 섹터),US Market,1X,50.28,10467000,526280760.0,-0.43,-2.75,-5.66,-0.7,6.63,13.25,
46,VNQ,Vanguard Real Estate ETF (리츠/부동산),US Market,1X,91.45,5415800,495274910.0,-2.82,-4.67,-7.16,-5.73,4.25,3.65,
47,SHY,iShares 1-3 Year Treasury Bond ETF (미국 1-3년 단기국채),US Market,1X,81.12,5621000,455975520.0,-0.23,-0.66,-0.78,-0.15,0.18,1.36,
48,IWF,iShares Russell 1000 Growth ETF (대형성장주),US Market,1X,125.39,3471800,435329002.0,4.1,2.02,2.54,4.75,15.77,7.42,
49,IWD,iShares Russell 1000 Value ETF (대형가치주),US Market,1X,251.42,1723100,433221802.0,-0.82,-1.25,-1.92,4.73,18.77,25.92,
50,PSQ,ProShares Short QQQ (나스닥100 -1X),US Market,-1X,24.73,16690900,412765957.0,-5.06,-3.4,-4.55,-3.7,-20.84,-16.95,
51,KORU,Direxion Daily MSCI South Korea Bull 3X (한국 3X),US Market,3X,21.27,18418400,391759368.0,16.36,-12.11,13.38,-42.61,26.74,283.51,
52,QLD,ProShares Ultra QQQ (나스닥100 2X),US Market,2X,96.16,3821700,367494672.0,10.61,6.9,9.65,6.44,53.69,39.3,
53,TNA,Direxion Daily Small Cap Bull 3X (러셀2000 3X),US Market,3X,60.43,6050000,365601500.0,-2.42,-8.54,-15.63,-16.56,34.69,29.59,
54,ARKK,ARK Innovation ETF (혁신성장 테크),US Market,1X,89.77,3861700,346664809.0,7.52,4.29,4.13,17.07,26.58,5.66,
55,SH,ProShares Short S&P500 (S&P500 -1X),US Market,-1X,32.13,9350400,300428352.0,-2.43,-1.2,-0.99,-4.23,-13.78,-10.83,
56,JEPQ,JPMorgan Nasdaq Equity Premium Income ETF (나스닥 커버드콜),US Market,1X,61.1,4720400,288416440.0,3.4,2.21,4.01,5.9,16.13,19.57,
57,XLRE,Real Estate Select Sector SPDR (부동산 섹터),US Market,1X,41.84,6793300,284231672.0,-2.04,-3.89,-6.41,-5.48,4.78,4.29,
58,AGQ,ProShares Ultra Silver (은 2X),US Market,2X,76.65,3573000,273870450.0,3.9,-8.99,-13.86,20.25,-25.54,11.78,
59,NVDL,GraniteShares 2x Long NVDA (엔비디아 2X),US Market,2X,35.93,7036600,252825038.0,10.93,1.13,14.65,21.32,45.74,18.33,
60,TMF,Direxion Daily 20+ Year Treasury Bull 3X (미국장기채 3X),US Market,3X,28.44,8760800,249157152.0,-1.32,-6.73,-5.66,-18.63,-18.76,-25.79,
61,SPXU,ProShares UltraPro Short S&P500 (S&P500 -3X),US Market,-3X,34.0,7076800,240611200.0,-5.91,-2.63,-1.8,-11.98,-38.28,-33.62,
62,VYM,Vanguard High Dividend Yield ETF (고배당),US Market,1X,157.66,1524200,240305372.0,-1.8,-3.05,-3.9,0.26,8.75,14.99,
63,UPRO,ProShares UltraPro S&P500 (S&P500 3X),US Market,3X,150.3,1587600,238616280.0,4.4,0.67,0.28,11.27,50.65,36.9,
64,BITX,2x Bitcoin Strategy ETF (비트코인 2X),US Market,2X,20.13,11835500,238248615.0,22.79,15.28,12.26,87.32,30.55,-59.76,
65,LABU,Direxion Daily S&P Biotech Bull 3X (바이오 3X),US Market,3X,253.11,894200,226330962.0,1.08,-13.63,-20.2,7.61,71.43,210.18,
66,QUAL,iShares MSCI USA Quality Factor ETF (우량 퀄리티),US Market,1X,222.14,926000,205701640.0,1.58,0.83,-0.27,4.51,14.99,16.33,
67,JEPI,JPMorgan Equity Premium Income ETF (월배당 커버드콜),US Market,1X,56.58,3534000,199953720.0,0.69,-0.51,-1.68,3.37,4.29,7.8,
68,TZA,Direxion Daily Small Cap Bear 3X (러셀2000 -3X),US Market,-3X,45.36,4340400,196880544.0,3.55,13.46,19.87,14.91,-35.15,-41.96,
69,LABD,Direxion Daily S&P Biotech Bear 3X (바이오 -3X),US Market,-3X,7.35,24782000,182147700.0,-3.71,6.06,14.57,-18.77,-64.16,-82.82,
70,SSO,ProShares Ultra S&P500 (S&P500 2X),US Market,2X,70.38,2518900,177280182.0,4.02,1.65,1.1,8.36,34.6,26.07,
71,VIG,Vanguard Dividend Appreciation ETF (배당성장),US Market,1X,236.77,745200,176441004.0,-0.31,-1.39,-2.93,1.52,11.06,11.36,
72,SDS,ProShares UltraShort S&P500 (S&P500 -2X),US Market,-2X,53.68,2853500,153175880.0,-4.21,-1.92,-1.67,-8.64,-26.91,-23.59,
73,DOG,ProShares Short Dow30 (다우30 -1X),US Market,-1X,22.0,6633000,145926000.0,0.55,1.95,2.95,0.56,-9.44,-7.51,
74,CONL,GraniteShares 2x Long COIN (코인베이스 2X),US Market,2X,6.51,21760700,141662157.0,42.14,22.83,12.82,43.39,-15.01,-82.23,
75,ZSL,ProShares UltraShort Silver (은 -2X),US Market,-2X,24.42,5314100,129770322.0,-4.01,8.01,12.33,-25.93,-10.45,-85.8,
76,UGL,ProShares Ultra Gold (금 2X),US Market,2X,48.7,2569900,125154130.0,0.5,-5.51,-15.9,12.37,-10.76,11.75,
77,BOIL,ProShares Ultra Bloomberg Natural Gas (천연가스 2X),US Market,2X,21.72,5714400,124116768.0,10.09,14.74,11.04,-22.76,-33.0,-58.17,
78,MSFU,Direxion Daily MSFT Bull 2X (마이크로소프트 2X),US Market,2X,37.59,3286400,123535776.0,3.98,3.16,4.38,77.23,62.87,-21.23,
79,AMZU,Direxion Daily AMZN Bull 2X (아마존 2X),US Market,2X,34.15,3330500,113736575.0,2.41,-3.08,-10.68,6.21,29.02,-3.61,
80,COWZ,Pacer US Cash Cows 100 ETF (잉여현금흐름),US Market,1X,67.94,1667700,113303538.0,-3.59,-2.9,-5.1,10.52,10.29,21.23,
81,FNGU,MicroSectors FANG+ Index 3X (빅테크 3X),US Market,3X,35.2,3081800,108479360.0,12.14,9.55,14.7,44.2,108.28,13.77,
82,TECL,Direxion Daily Technology Bull 3X (테크 3X),US Market,3X,231.0,424400,98036400.0,19.75,11.76,18.69,9.97,141.31,104.72,
83,UCO,ProShares Ultra Bloomberg Crude Oil (원유 2X),US Market,2X,52.16,1841000,96026560.0,-3.21,5.69,14.51,48.43,37.52,132.34,
84,UDOW,ProShares UltraPro Dow30 (다우30 3X),US Market,3X,65.27,1445500,94347785.0,-3.8,-7.75,-10.43,-3.55,30.85,23.38,
85,SCO,ProShares UltraShort Bloomberg Crude Oil (원유 -2X),US Market,-2X,20.31,4341200,88169772.0,0.15,-4.24,-16.52,-42.69,-38.15,-71.0,
86,KOLD,ProShares UltraShort Bloomberg Natural Gas (가스 -2X),US Market,-2X,26.46,3272800,86598288.0,-9.72,-13.7,-11.62,19.19,21.1,-34.41,
87,SDOW,ProShares UltraPro Short Dow30 (다우30 -3X),US Market,-3X,25.15,3215200,80862280.0,2.4,6.52,9.49,0.43,-28.71,-27.7,
88,FAS,Direxion Daily Financial Bull 3X (금융 3X),US Market,3X,150.38,490100,73701238.0,-11.09,-13.47,-14.77,0.95,28.16,-8.54,
89,TMV,Direxion Daily 20+ Year Treasury Bear 3X (장기채 -3X),US Market,-3X,45.18,1554900,70250382.0,1.02,7.02,5.62,21.7,21.3,31.07,
90,AAPU,Direxion Daily AAPL Bull 2X (애플 2X),US Market,2X,45.39,1444300,65556777.0,3.23,12.9,17.25,25.14,65.94,63.12,
91,DXD,ProShares UltraShort Dow30 (다우30 -2X),US Market,-2X,17.72,3496900,61965068.0,1.61,4.42,6.36,0.77,-19.3,-17.63,
92,GLL,ProShares UltraShort Gold (금 -2X),US Market,-2X,23.5,2546300,59838050.0,0.64,3.75,16.16,-8.95,1.73,-35.48,
93,GUSH,Direxion Daily S&P Oil & Gas Bull 2X (오일가스 2X),US Market,2X,42.03,1210600,50881518.0,-15.89,-10.99,-7.41,35.57,3.03,81.2,
94,TWM,ProShares UltraShort Russell2000 (러셀2000 -2X),US Market,-2X,23.39,2058800,48155332.0,1.52,7.99,12.07,9.34,-24.33,-28.24,
95,USD,ProShares Ultra Semiconductors (반도체 2X),US Market,2X,94.69,499900,47335531.0,20.16,5.56,12.1,-2.09,87.26,102.99,
96,NAIL,Direxion Daily Homebuilders & Supplies Bull 3X (건설 3X),US Market,3X,29.98,1467600,43998648.0,1.65,-3.63,-25.02,-41.22,-22.57,-58.31,
97,YINN,Direxion Daily FTSE China Bull 3X (중국 3X),US Market,3X,25.81,1664000,42947840.0,3.58,-2.48,-11.01,13.53,-16.02,-49.32,
98,FAZ,Direxion Daily Financial Bear 3X (금융 -3X),US Market,-3X,37.08,978300,36275364.0,11.98,15.09,16.24,-3.57,-26.84,-5.09,
99,URTY,ProShares UltraPro Russell2000 (소형주 3X),US Market,3X,70.14,515800,36178212.0,-3.88,-12.54,-17.56,-15.67,36.2,31.31,
